name,label,kode,nama,id_provinsi
75.01,KAB. GORONTALO,75.01,KAB. GORONTALO,75
75.02,KAB. BOALEMO,75.02,KAB. BOALEMO,75
75.03,KAB. BONE BOLANGO,75.03,KAB. BONE BOLANGO,75
75.04,KAB. PAHUWATO,75.04,KAB. PAHUWATO,75
75.05,KAB. GORONTALO UTARA,75.05,KAB. GORONTALO UTARA,75
75.71,KOTA GORONTALO,75.71,KOTA GORONTALO,75
76.01,KAB. PASANGKAYU,76.01,KAB. PASANGKAYU,76
76.02,KAB. MAMUJU,76.02,KAB. MAMUJU,76
76.03,KAB. MAMASA,76.03,KAB. MAMASA,76
76.04,KAB. POLEWALI MANDAR,76.04,KAB. POLEWALI MANDAR,76
76.05,KAB. MAJENE,76.05,KAB. MAJENE,76
76.06,KAB. MAMUJU TENGAH,76.06,KAB. MAMUJU TENGAH,76
81.01,KAB. MALUKU TENGAH,81.01,KAB. MALUKU TENGAH,81
81.02,KAB. MALUKU TENGGARA,81.02,KAB. MALUKU TENGGARA,81
81.03,KAB. KEPULAUAN TANIMBAR,81.03,KAB. KEPULAUAN TANIMBAR,81
81.04,KAB. BURU,81.04,KAB. BURU,81
81.05,KAB. SERAM BAGIAN TIMUR,81.05,KAB. SERAM BAGIAN TIMUR,81
81.06,KAB. SERAM BAGIAN BARAT,81.06,KAB. SERAM BAGIAN BARAT,81
81.07,KAB. KEPULAUAN ARU,81.07,KAB. KEPULAUAN ARU,81
81.08,KAB. MALUKU BARAT DAYA,81.08,KAB. MALUKU BARAT DAYA,81
81.09,KAB. BURU SELATAN,81.09,KAB. BURU SELATAN,81
81.71,KOTA AMBON,81.71,KOTA AMBON,81
81.72,KOTA TUAL,81.72,KOTA TUAL,81
82.01,KAB. HALMAHERA BARAT,82.01,KAB. HALMAHERA BARAT,82
82.02,KAB. HALMAHERA TENGAH,82.02,KAB. HALMAHERA TENGAH,82
82.03,KAB. HALMAHERA UTARA,82.03,KAB. HALMAHERA UTARA,82
82.04,KAB. HALMAHERA SELATAN,82.04,KAB. HALMAHERA SELATAN,82
82.05,KAB. KEPULAUAN SULA,82.05,KAB. KEPULAUAN SULA,82
82.06,KAB. HALMAHERA TIMUR,82.06,KAB. HALMAHERA TIMUR,82
82.07,KAB. PULAU MOROTAI,82.07,KAB. PULAU MOROTAI,82
82.08,KAB. PULAU TALIABU,82.08,KAB. PULAU TALIABU,82
82.71,KOTA TERNATE,82.71,KOTA TERNATE,82
82.72,KOTA TIDORE KEPULAUAN,82.72,KOTA TIDORE KEPULAUAN,82
91.01,KAB. MERAUKE,91.01,KAB. MERAUKE,91
91.02,KAB. JAYAWIJAYA,91.02,KAB. JAYAWIJAYA,91
91.03,KAB. JAYAPURA,91.03,KAB. JAYAPURA,91
91.04,KAB. NABIRE,91.04,KAB. NABIRE,91
91.05,KAB. KEPULAUAN YAPEN,91.05,KAB. KEPULAUAN YAPEN,91
91.06,KAB. BIAK NUMFOR,91.06,KAB. BIAK NUMFOR,91
91.07,KAB. PUNCAK JAYA,91.07,KAB. PUNCAK JAYA,91
91.08,KAB. PANIAI,91.08,KAB. PANIAI,91
91.09,KAB. MIMIKA,91.09,KAB. MIMIKA,91
91.1,KAB. SARMI,91.1,KAB. SARMI,91
91.11,KAB. KEEROM,91.11,KAB. KEEROM,91
91.12,KAB PEGUNUNGAN BINTANG,91.12,KAB PEGUNUNGAN BINTANG,91
91.13,KAB. YAHUKIMO,91.13,KAB. YAHUKIMO,91
91.14,KAB. TOLIKARA,91.14,KAB. TOLIKARA,91
91.15,KAB. WAROPEN,91.15,KAB. WAROPEN,91
91.16,KAB. BOVEN DIGOEL,91.16,KAB. BOVEN DIGOEL,91
91.17,KAB. MAPPI,91.17,KAB. MAPPI,91
91.18,KAB. ASMAT,91.18,KAB. ASMAT,91
91.19,KAB. SUPIORI,91.19,KAB. SUPIORI,91
91.2,KAB. MAMBERAMO RAYA,91.2,KAB. MAMBERAMO RAYA,91
91.21,KAB. MAMBERAMO TENGAH,91.21,KAB. MAMBERAMO TENGAH,91
91.22,KAB. YALIMO,91.22,KAB. YALIMO,91
91.23,KAB. LANNY JAYA,91.23,KAB. LANNY JAYA,91
91.24,KAB. NDUGA,91.24,KAB. NDUGA,91
91.25,KAB. PUNCAK,91.25,KAB. PUNCAK,91
91.26,KAB. DOGIYAI,91.26,KAB. DOGIYAI,91
91.27,KAB. INTAN JAYA,91.27,KAB. INTAN JAYA,91
91.28,KAB. DEIYAI,91.28,KAB. DEIYAI,91
91.71,KOTA JAYAPURA,91.71,KOTA JAYAPURA,91
92.01,KAB. SORONG,92.01,KAB. SORONG,92
92.02,KAB. MANOKWARI,92.02,KAB. MANOKWARI,92
92.03,KAB. FAK FAK,92.03,KAB. FAK FAK,92
92.04,KAB. SORONG SELATAN,92.04,KAB. SORONG SELATAN,92
92.05,KAB. RAJA AMPAT,92.05,KAB. RAJA AMPAT,92
92.06,KAB. TELUK BINTUNI,92.06,KAB. TELUK BINTUNI,92
92.07,KAB. TELUK WONDAMA,92.07,KAB. TELUK WONDAMA,92
92.08,KAB. KAIMANA,92.08,KAB. KAIMANA,92
92.09,KAB. TAMBRAUW,92.09,KAB. TAMBRAUW,92
92.1,KAB. MAYBRAT,92.1,KAB. MAYBRAT,92
92.11,KAB. MANOKWARI SELATAN,92.11,KAB. MANOKWARI SELATAN,92
92.12,KAB. PEGUNUNGAN ARFAK,92.12,KAB. PEGUNUNGAN ARFAK,92
92.71,KOTA SORONG,92.71,KOTA SORONG,92
